what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643706204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643706970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643709691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643713566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643715917
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619643718668
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619643718901
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1619643733951
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619643734058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1619643745849
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619643747295
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619643749017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619643751787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619643753783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619643755881
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619643758161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643760241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643762821
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619643769250
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619643778911
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1619643783272
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619643783519
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619643787538
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619643787538
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1619643788989
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619643789220
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619643789342
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619643799156
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619643801479
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619643803599
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619643816407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1619643823856
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619643831054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619643833097
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619643834945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619643836764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619643838066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619643839090
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619643843999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643846903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643856127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643856489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643860478
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619643865997
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643867255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643909283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643909897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619645203048
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619645205590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619645211967
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1619645222720
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1619645222800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619645224608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619645225951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619645231413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619645263417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619645263472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619645265592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619646670983
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619646672918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619646678975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619646681491
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619646683115
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1619646685961
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1619646685963
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1619646686253
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1619646686253
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1619646686254
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1619646686254
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1619646686254
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1619646686254
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1619646686254
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1619646686254
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1619646686294
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1620068312828
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1620068312830
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1620068312854
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1620068312863
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1620068312864
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1620068312865
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1620068312866
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1620068312877
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1620068312877
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1620068312886
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1620068312901
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1620068312920
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1620068312953
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1620068312965
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1620068312965
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1620068312976
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1620068312987
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1620068313030
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1620068313047
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1620068313065
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1620068313088
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1620068313103
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1620068313122
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1620068313143
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1620068313152
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1620068313160
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1620068313179
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1620068313198
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1620068313235
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1620068313249
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1620068313292
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1620068313306
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1620068313327
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1620068313327
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1620068313347
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1620068313365
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1620068313377
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1620068313389
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1620068313411
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1620068313425
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1620068313426
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1620068313428
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1620068313429
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1620068313430
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1620068313447
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1620068313447
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1620068313448
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1620068313448
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1620068313456
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1620068313476
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1620068313806
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1620068313817
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1620068313834
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1620068313850
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1620068313851
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1620068313866
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1620068313916
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1620068313937
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1620068313974
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1620068313981
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1620068313983
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1620068313995
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1620068313995
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1620068314010
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1620068314028
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1620068314056
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1620068314078
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1620068314119
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1620068314120
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1620068314129
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1620068314151
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1620068314159
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1620068314167
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1620068314167
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1620068314180
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1620068314195
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1620068314204
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1620068314204
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1620068314217
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1620068314227
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1620068314239
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1620068314246
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1620068314271
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1620068314308
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1620068314309
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1620068314336
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1620068314337
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1620068314350
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1620068314360
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1620068314360
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1620068314361
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1620068314362
os,sysinfo,,,"win32",1620068314365
arch,sysinfo,,,"x86",1620068314365
ws,sysinfo,,,"win32",1620068314365
locale,sysinfo,,,"pt_BR",1620068314365
processors,sysinfo,,,"4",1620068314365
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1620068314365
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1620068314365
java.specification.name,sysinfo,,,"Java Platform API Specification",1620068314365
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1620068314365
java.specification.version,sysinfo,,,"1.6",1620068314365
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1620068314365
java.version,sysinfo,,,"1.6.0_23",1620068314365
java.vm.info,sysinfo,,,"mixed mode",1620068314365
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1620068314365
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1620068314365
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1620068314365
java.vm.specification.version,sysinfo,,,"1.0",1620068314365
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1620068314365
java.vm.version,sysinfo,,,"19.0-b09",1620068314366
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1620068314673
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1620068314781
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1620068314893
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1620068316999
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1620068357601
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068358745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068363631
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1620068364482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068389594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068393088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068398738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068400130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068403073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068404478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068415430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068417130
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1620068425917
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1620068435062
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1620068435841
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1620068435982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1620068441559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1620068442027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068461873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068466637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068468298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068469137
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1620068469190
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1620068469438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068470934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068471933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068474344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068475118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068477954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068478648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068480927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068482307
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1620068492617
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1620068492751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068495753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1620068495830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068500664
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1620068503328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1620068512738
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1620068513748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068515147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068515409
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1620068519508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1620068520798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068523225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068526365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068530277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068532597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068539098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068541662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068542901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068588206
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068589823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068591068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068592523
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068593568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068598925
