what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619643506379
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619643506629
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619643507949
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619643508109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643513763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643531419
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619643533329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643535964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643537964
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619643540451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643543469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643546420
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619643547554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643552051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619643554596
